District,Size,Price
Ауэзовский,139,13800000
Ауэзовский,45,20000000
Медеуский,42,77598000
Медеуский,58,87000000
Алмалинский,84,26000000
Алмалинский,181,24000000
Алмалинский,27,17500000
Бостандыкский,74,96000000
Бостандыкский,54,85000000
Медеуский,207,20000000
Ауэзовский,200,35500000
Бостандыкский,165,48000000
Медеуский,45,79000000
Ауэзовский,53,20000000
Медеуский,185,43000000
Медеуский,109,59732000
Бостандыкский,74,40500000
Алмалинский,34,17000000
Алмалинский,122,39650000
Ауэзовский,40,14900000
Медеуский,64,35152500
Бостандыкский,82,25500000
Медеуский,69,45000000
Алмалинский,75,45000000
Ауэзовский,71,27500000
Ауэзовский,45,14500000
Алмалинский,110,39500000
Алмалинский,53,18500000
Ауэзовский,45,15000000
Бостандыкский,63,26000000
Алмалинский,90,42000000
Бостандыкский,74,36500000
Бостандыкский,32,31500000
Ауэзовский,65,18500000
Ауэзовский,57,25500000
Бостандыкский,65,36500000
Бостандыкский,73,11500000
Бостандыкский,32,22500000
Бостандыкский,53,59900000
Алмалинский,154,37000000
Бостандыкский,34,15000000
Ауэзовский,43,15000000
Бостандыкский,162,16200000
Жетысуский,41,14500000
Ауэзовский,41,32500000
Бостандыкский,71,91000000
Алмалинский,120,40000000
Медеуский,80,21000000
Алмалинский,40,35800000
Медеуский,125,77000000
Алмалинский,52,24500000
Алмалинский,53,22500000
Ауэзовский,43,13000000
Алмалинский,60,23000000
Бостандыкский,158,67000000
Бостандыкский,40,26500000
Ауэзовский,86,26500000
Бостандыкский,69,45000000
Ауэзовский,52,23000000
Ауэзовский,36,10800000
Бостандыкский,68,26500000
Бостандыкский,60,22500000
Алмалинский,65,23500000
Ауэзовский,33,12000000
Бостандыкский,104,48415800
Бостандыкский,101,66700000
Медеуский,125,63000000
Алмалинский,75,25000000
Медеуский,65,55000000
Алмалинский,132,22000000
Алмалинский,55,19800000
Алмалинский,56,24900000
Ауэзовский,60,12800000
Ауэзовский,40,21950000
Бостандыкский,75,15900000
Алмалинский,30,18500000
Бостандыкский,45,27000000
Бостандыкский,63,26000000
Алмалинский,82,23500000
Ауэзовский,64,33000000
Турксибский,82,15000000
Алмалинский,45,35700000
Бостандыкский,106,37800000
Ауэзовский,103,26500000
Бостандыкский,73,42000000
Бостандыкский,106,18500000
Алмалинский,66,22000000
Бостандыкский,56,20000000
Ауэзовский,50,17600000
Медеуский,52,22000000
Турксибский,18,14000000
Ауэзовский,42,28800000
Алатауский,73,33900000
Ауэзовский,93,31500000
Медеуский,70,24900000
Бостандыкский,55,25800000
Алатауский,64,18000000
Алмалинский,66,20500000
Медеуский,50,30999999
Бостандыкский,66,28500000
Турксибский,65,19200000
Турксибский,75,21800000
Ауэзовский,76,14000000
Медеуский,45,13000000
Алмалинский,90,33500000
Алатауский,34,13500000
Алатауский,34,14000000
Ауэзовский,94,32900000
Алмалинский,64,19500000
Ауэзовский,94,35000000
Бостандыкский,84,58000000
Алмалинский,56,32200000
Алмалинский,50,29267500
Наурызбайский,35,12700000
Ауэзовский,70,23500000
Ауэзовский,83,40700000
Жетысуский,65,20000000
Алмалинский,62,20500000
Бостандыкский,120,77000000
Турксибский,117,13501000
Бостандыкский,120,66555001
Медеуский,58,47500000
Ауэзовский,115,12500000
Ауэзовский,80,14000000
Ауэзовский,45,13000000
Ауэзовский,45,16300000
Ауэзовский,45,15000000
Бостандыкский,33,39500000
Медеуский,45,85000000
Медеуский,95,69990000
Бостандыкский,120,19000000
Алмалинский,117,15000000
Бостандыкский,40,16000000
Ауэзовский,53,21000000
Ауэзовский,31,43000000
Бостандыкский,48,18500000
Алмалинский,110,60000000
Турксибский,66,18500000
Бостандыкский,54,20800000
Бостандыкский,81,30000000
Бостандыкский,115,48000000
Алмалинский,113,44500000
Турксибский,54,19200000
Ауэзовский,70,29000000
Алмалинский,56,23500000
Алмалинский,36,13700000
Бостандыкский,70,70000000
Алмалинский,53,20000000
Алмалинский,63,20500000
Бостандыкский,75,39000000
Медеуский,61,20500000
Медеуский,86,35000000
Бостандыкский,134,85000000
Турксибский,45,10488000
Турксибский,55,12719000
Медеуский,80,39900000
Алатауский,70,18304000
Алатауский,45,13000000
Бостандыкский,36,14500000
Бостандыкский,100,57000000
Ауэзовский,77,27900000
Алмалинский,68,27000000
Ауэзовский,61,20000000
Бостандыкский,114,42950000
Бостандыкский,144,47807000
Бостандыкский,181,59730000
Бостандыкский,103,34188000
Бостандыкский,88,27497000
Ауэзовский,50,19000000
Медеуский,90,90000000
Алмалинский,75,28000000
Бостандыкский,170,95000000
Медеуский,120,51000000
Медеуский,90,45000000
Бостандыкский,260,38000000
Бостандыкский,111,33500000
Медеуский,94,23500000
Ауэзовский,80,15800000
Алмалинский,44,24500000
Алмалинский,82,32000000
Алмалинский,95,26000000
Алмалинский,51,23300000
Бостандыкский,76,27000000
Ауэзовский,66,21500000
Медеуский,145,46725000
Ауэзовский,105,20000000
Бостандыкский,60,16000000
Медеуский,35,50900000
Жетысуский,65,10500000
Ауэзовский,33,12500000
Медеуский,110,17500000
Медеуский,72,95000000
Бостандыкский,167,60000000
Ауэзовский,160,21000000
Ауэзовский,110,12900000
Ауэзовский,148,20000000
Жетысуский,78,16900000
Бостандыкский,43,43500000
Ауэзовский,72,25000000
Алмалинский,51,36300000
Бостандыкский,84,29500000
Турксибский,72,16284000
Ауэзовский,82,23000000
Бостандыкский,64,24000000
Ауэзовский,70,46000000
Ауэзовский,70,24500000
Ауэзовский,41,14200000
Бостандыкский,93,23500000
Алатауский,78,13500000
Бостандыкский,107,20800000
Бостандыкский,56,77800000
Ауэзовский,14,21000000
Бостандыкский,45,14000000
Бостандыкский,59,27200000
Бостандыкский,130,35555555
Жетысуский,63,30999999
Алатауский,32,13700000
Алатауский,46,14841000
Алмалинский,86,25992300
Алмалинский,91,21500000
Алатауский,54,17000000
Ауэзовский,58,12999999
Бостандыкский,75,36000000
Бостандыкский,51,21000000
Медеуский,66,31700000
Медеуский,45,50000000
Турксибский,52,14000000
Бостандыкский,90,38000000
Алмалинский,66,28700000
Ауэзовский,140,64800000
Алатауский,48,13500000
Бостандыкский,31,12700000
Турксибский,45,10700000
Ауэзовский,94,25000000
Бостандыкский,54,21500000
Алмалинский,34,11700000
Бостандыкский,92,36000000
Ауэзовский,68,22500000
Ауэзовский,31,12999000
Бостандыкский,70,27800000
Ауэзовский,72,25000000
Ауэзовский,40,11300000
Ауэзовский,59,18200000
Бостандыкский,102,65000000
Наурызбайский,132,24000000
Бостандыкский,32,12600000
Наурызбайский,19,28500000
Наурызбайский,130,17200000
Бостандыкский,135,56000000
Ауэзовский,99,20000000
Бостандыкский,55,20500000
Наурызбайский,19,39999999
Бостандыкский,52,87000000
Бостандыкский,109,24900000
Алмалинский,105,16900000
Ауэзовский,53,36000000
Алмалинский,36,37000000
Бостандыкский,130,13200000
Алмалинский,107,51000000
Бостандыкский,32,23000000
Алмалинский,97,28594000
Ауэзовский,52,42000000
Бостандыкский,84,33500000
Алмалинский,93,33919380
Алмалинский,63,29995000
Бостандыкский,54,19100000
Бостандыкский,44,15000000
Медеуский,64,40600000
Ауэзовский,75,28900000
Ауэзовский,57,18000000
Ауэзовский,62,20000000
Алмалинский,60,18500000
Алмалинский,42,16810775
Ауэзовский,46,14800000
Ауэзовский,65,20500000
Ауэзовский,57,19000000
Наурызбайский,59,12300000
Ауэзовский,84,33500000
Бостандыкский,41,24500000
Ауэзовский,40,14000000
Алмалинский,68,24500000
Ауэзовский,70,25500000
Ауэзовский,51,21500000
Алмалинский,40,15250000
Медеуский,47,22000000
Бостандыкский,65,26000000
Ауэзовский,69,21000000
Ауэзовский,41,11600000
Медеуский,59,15200000
Алмалинский,51,17800000
Бостандыкский,70,28800000
Бостандыкский,85,40000000
Медеуский,87,26000000
Алмалинский,75,27900000
Алмалинский,83,41000000
Бостандыкский,75,31300000
Ауэзовский,42,14500000
Бостандыкский,34,11700000
Бостандыкский,127,69000000
Ауэзовский,60,19200000
Ауэзовский,46,14500000
Бостандыкский,132,54000000
Бостандыкский,48,25000000
Ауэзовский,45,13000000
Бостандыкский,42,14000000
Ауэзовский,44,16500000
Медеуский,40,23000000
Турксибский,75,23500000
Алмалинский,45,24000000
Алмалинский,66,25000000
Ауэзовский,41,13000000
Медеуский,52,13300000
Бостандыкский,31,12000000
Наурызбайский,56,15200000
Ауэзовский,45,15999999
Бостандыкский,33,12300000
Бостандыкский,45,27800000
Бостандыкский,35,12300000
Алмалинский,32,20500000
Бостандыкский,54,27500000
Алмалинский,66,26000000
Медеуский,51,19700000
Бостандыкский,46,16100000
Ауэзовский,31,16500000
Алмалинский,44,15000000
Алмалинский,44,25000000
Алмалинский,66,12500000
Бостандыкский,31,21500000
Алмалинский,50,40000000
Алмалинский,141,27500000
Алмалинский,90,27500000
Бостандыкский,90,13700000
Алмалинский,31,39000000
Бостандыкский,95,13000000
Ауэзовский,33,36000000
Бостандыкский,85,24900000
Жетысуский,59,15000000
Медеуский,62,12500000
Ауэзовский,68,17500000
Алмалинский,66,23800000
Медеуский,48,28000000
Алмалинский,112,55000000
Алмалинский,44,19500000
Алмалинский,71,27789400
Алмалинский,71,28448700
Алмалинский,65,22230000
Ауэзовский,141,40000000
Бостандыкский,43,15000000
Бостандыкский,96,61000000
Ауэзовский,60,26000000
Алмалинский,31,15000000
Алмалинский,67,24300000
Бостандыкский,98,55000000
Медеуский,118,84000000
Ауэзовский,74,36000000
Медеуский,80,40900000
Бостандыкский,78,29500000
Бостандыкский,73,60000000
Алмалинский,40,20000000
Турксибский,52,15000000
Ауэзовский,96,30720000
Бостандыкский,55,22300000
Жетысуский,54,16000000
Бостандыкский,81,32700000
Бостандыкский,75,28000000
Алмалинский,82,28900000
Бостандыкский,50,15500000
Ауэзовский,71,29500000
Ауэзовский,46,14500000
Медеуский,50,24000000
Бостандыкский,56,26700000
Бостандыкский,45,19800000
Ауэзовский,43,13300000
Алмалинский,50,23000000
Алмалинский,73,39500000
Бостандыкский,130,55697000
Бостандыкский,130,60482000
Бостандыкский,121,31328000
Бостандыкский,73,60900000
Бостандыкский,130,21135000
Бостандыкский,41,53521000
Бостандыкский,125,81605000
Бостандыкский,191,31327000
Бостандыкский,73,95500000
Бостандыкский,205,35000000
Алмалинский,80,23900000
Бостандыкский,72,83500000
Медеуский,121,31000000
Бостандыкский,72,28700000
Бостандыкский,66,21000000
Ауэзовский,39,19000000
Бостандыкский,58,37000000
Алмалинский,82,34990000
Бостандыкский,65,45000000
Алмалинский,120,30000000
Бостандыкский,38,23000000
Бостандыкский,63,23500000
Бостандыкский,28,11000000
Алмалинский,79,55000000
Ауэзовский,43,13700000
Ауэзовский,46,18000000
Бостандыкский,55,28700000
Медеуский,160,72150000
Бостандыкский,84,45000000
Ауэзовский,42,13200000
Бостандыкский,75,39500000
Бостандыкский,65,27000000
Бостандыкский,160,95500000
Ауэзовский,76,29400000
Медеуский,104,55000000
Бостандыкский,87,34000000
Бостандыкский,42,18000000
Бостандыкский,60,25000000
Наурызбайский,133,23990000
Алмалинский,42,16800000
Медеуский,51,27000000
Бостандыкский,91,24300000
Ауэзовский,94,25500000
Алмалинский,84,32500000
Алмалинский,83,22000000
Алмалинский,76,26990000
Бостандыкский,50,19000000
Медеуский,61,20800000
Алмалинский,33,11700000
Ауэзовский,37,13500000
Ауэзовский,40,12700000
Бостандыкский,114,48000000
Алмалинский,136,65000000
Бостандыкский,136,83600000
Бостандыкский,62,23000000
Турксибский,42,11800000
Ауэзовский,78,30000000
Ауэзовский,58,15000000
Турксибский,43,13000000
Ауэзовский,61,21700000
Ауэзовский,121,49500000
Медеуский,38,21000000
Бостандыкский,100,47000000
Ауэзовский,34,12500000
Алатауский,75,30000000
Алмалинский,56,24500000
Бостандыкский,45,14700000
Бостандыкский,45,15900000
Алмалинский,125,65000000
Медеуский,93,72540000
Медеуский,82,44000000
Медеуский,120,93600000
Турксибский,60,17000000
Бостандыкский,40,19000000
Бостандыкский,140,75000000
Бостандыкский,85,42000000
Бостандыкский,68,35000000
Ауэзовский,81,27500000
Бостандыкский,139,64999999
Жетысуский,59,16000000
Ауэзовский,65,22000000
Медеуский,130,55000000
Алмалинский,38,17700000
Ауэзовский,43,15200000
Бостандыкский,15,10000000
Ауэзовский,51,22000000
Алмалинский,60,24500000
Бостандыкский,85,40000000
Турксибский,63,10000000
Алмалинский,40,15000000
Алмалинский,87,26000000
Турксибский,70,19000000
Ауэзовский,33,10500000
Медеуский,46,12700000
Алмалинский,67,24000000
Медеуский,146,92000000
Турксибский,68,15450000
Алмалинский,53,24500000
Жетысуский,103,19000000
Алмалинский,40,14000000
Бостандыкский,110,65000000
Алмалинский,62,20500000
Турксибский,62,16000000
Ауэзовский,76,27500000
Ауэзовский,100,43000000
Алмалинский,33,12900000
Медеуский,105,37000000
Алмалинский,75,23000000
Ауэзовский,68,30000000
Бостандыкский,45,18000000
Алмалинский,31,14000000
Бостандыкский,120,53000000
Бостандыкский,53,25000000
Ауэзовский,68,26000000
Бостандыкский,73,34000000
Алмалинский,59,27000000
Медеуский,35,16500000
Бостандыкский,60,24500000
Алмалинский,66,23500000
Медеуский,66,23500000
Алмалинский,42,18300000
Алмалинский,64,24000000
Ауэзовский,93,34000000
Медеуский,34,15500000
Алмалинский,78,73000000
Бостандыкский,230,98000000
Медеуский,106,77000000
Турксибский,77,24000000
Ауэзовский,95,30500000
Ауэзовский,40,17000000
Бостандыкский,137,90000000
Медеуский,115,38000000
Бостандыкский,110,70000000
Бостандыкский,100,61000000
Бостандыкский,28,11000000
Турксибский,60,17000000
Медеуский,47,10000000
Ауэзовский,32,10300000
Бостандыкский,55,20000000
Алмалинский,117,41000000
Алатауский,62,28000000
Медеуский,38,16000000
Алмалинский,34,16500000
Алмалинский,34,15500000
Медеуский,41,17500000
Ауэзовский,80,25000000
Бостандыкский,66,23500000
Бостандыкский,74,28000000
Бостандыкский,74,28000000
Медеуский,160,25000000
Ауэзовский,52,20000000
Бостандыкский,138,88999000
Жетысуский,63,18500000
Алатауский,80,28950000
Ауэзовский,272,20500000
Алмалинский,63,42000000
Алмалинский,138,35000000
Бостандыкский,80,25000000
Бостандыкский,79,57741000
Алмалинский,101,27000000
Наурызбайский,58,26400000
Бостандыкский,72,75000000
Алмалинский,140,30000000
Алмалинский,73,17500000
Алмалинский,45,46000000
Алмалинский,76,14800000
Бостандыкский,33,38000000
Медеуский,65,12900000
Жетысуский,335,12930000
Ауэзовский,43,30000000
Турксибский,74,13500000
Алмалинский,74,25000000
Бостандыкский,40,14700000
Алмалинский,65,30000000
Бостандыкский,40,18000000
Бостандыкский,62,33000000
Турксибский,52,15500000
Ауэзовский,103,30500000
Ауэзовский,103,30500000
Жетысуский,92,21000000
Алмалинский,49,26500000
Ауэзовский,89,36000000
Медеуский,101,43500000
Бостандыкский,63,30000000
Алатауский,62,20000000
Алмалинский,44,13800000
Турксибский,65,20000000
Алмалинский,98,33000000
Алмалинский,40,33900000
Наурызбайский,132,22500000
Алмалинский,58,23000000
Ауэзовский,52,15838272
Ауэзовский,131,55000000
Медеуский,40,18300000
Бостандыкский,102,50000000
Бостандыкский,130,56000000
Бостандыкский,44,19000000
Бостандыкский,31,14300000
Турксибский,72,16000000
Алатауский,75,17700000
Медеуский,139,79000000
Бостандыкский,45,19900000
Бостандыкский,42,24999999
Жетысуский,86,17900000
Медеуский,56,31000000
Наурызбайский,110,52000000
Ауэзовский,95,44000000
Алмалинский,48,16500000
Алмалинский,58,23000000
Алмалинский,145,56000000
Алмалинский,28,12900000
Ауэзовский,111,42900000
Бостандыкский,93,33000000
Ауэзовский,42,15000000
Алмалинский,52,23500000
Ауэзовский,55,21000000
Жетысуский,65,13500000
Медеуский,87,52000000
Медеуский,115,58000000
Алатауский,59,20500000
Бостандыкский,153,76000000
Бостандыкский,41,27600000
Бостандыкский,44,17000000
Бостандыкский,42,18999999
Медеуский,117,74000000
Алмалинский,87,32000000
Бостандыкский,40,16500000
Ауэзовский,70,25800000
Наурызбайский,165,55000000
Медеуский,33,15500000
Жетысуский,56,18100000
Медеуский,44,18600000
Турксибский,60,17500000
Алмалинский,87,45000000
Алмалинский,56,23500000
Ауэзовский,90,40800000
Медеуский,90,47000000
Ауэзовский,78,24500000
Бостандыкский,130,54500000
Наурызбайский,88,23000000
Алатауский,45,12500000
Бостандыкский,62,25500000
Бостандыкский,115,74000000
Турксибский,55,11700000
Алатауский,55,11700000
Ауэзовский,40,13999999
Алатауский,80,17500000
Медеуский,86,41500000
Бостандыкский,65,27000000
Ауэзовский,43,16500000
Наурызбайский,89,26000000
Бостандыкский,50,56643000
Наурызбайский,74,22500000
Бостандыкский,41,25300000
Алмалинский,87,28500000
Медеуский,232,19500000
Медеуский,62,32000000
Ауэзовский,38,26500000
Медеуский,63,35000000
Алмалинский,50,40500000
Медеуский,54,78000000
Медеуский,87,52999999
Ауэзовский,74,15500000
Медеуский,105,24900000
Алмалинский,114,40000000
Бостандыкский,41,77000000
Алатауский,53,11500000
Ауэзовский,94,14900000
Медеуский,12,24900000
Ауэзовский,18,11690000
Медеуский,70,55000000
Бостандыкский,105,59600000
Бостандыкский,53,60000000
Медеуский,12,42600000
Бостандыкский,31,14000000
Алмалинский,132,52000000
Алмалинский,86,30500000
Бостандыкский,117,26000000
Бостандыкский,80,14000000
Бостандыкский,35,50000000
Алмалинский,18,77000000
Наурызбайский,75,26000000
Бостандыкский,70,38000000
Ауэзовский,75,17500000
Бостандыкский,35,58700000
Бостандыкский,70,58700000
Алмалинский,65,25000000
Бостандыкский,130,28700000
Бостандыкский,54,13000000
Ауэзовский,18,10500000
Медеуский,78,42000000
Бостандыкский,70,24000000
Алмалинский,36,45000000
Алатауский,85,18500000
Ауэзовский,56,62000000
Бостандыкский,65,28000000
Алатауский,30,24500000
Алмалинский,130,22000000
Ауэзовский,54,35000000
Наурызбайский,200,21500000
Алатауский,50,19800000
Алатауский,95,17400000
Бостандыкский,65,24000000
Бостандыкский,64,26500000
Ауэзовский,71,28600000
Жетысуский,71,27800000
Турксибский,65,10900000
Бостандыкский,71,35000000
Ауэзовский,93,16500000
Бостандыкский,90,13800000
Медеуский,31,30000000
Ауэзовский,35,35328000
Бостандыкский,71,32000000
Ауэзовский,43,60500000
Наурызбайский,110,12500000
Бостандыкский,90,44000000
Алмалинский,168,59000000
Бостандыкский,190,23000000
Медеуский,30,12999999
Медеуский,85,36900000
Алмалинский,65,15500000
Бостандыкский,30,28500000
Медеуский,85,32000000
Алмалинский,37,18500000
Бостандыкский,83,43500000
Алмалинский,74,18900000
Бостандыкский,75,51000000
Алмалинский,45,33500000
Ауэзовский,130,31000000
Алмалинский,58,45000000
Наурызбайский,105,12700000
Ауэзовский,65,21000000
Медеуский,81,23800000
Алмалинский,100,19500000
Ауэзовский,56,17500000
Наурызбайский,55,12500000
Медеуский,30,21000000
Алмалинский,50,28500000
Ауэзовский,44,13000000
Бостандыкский,63,32000000
Медеуский,32,72000000
Медеуский,145,57000000
Алмалинский,30,27000000
Алмалинский,103,18000000
Алмалинский,64,22500000
Бостандыкский,50,32500000
Алмалинский,60,36500000
Алмалинский,58,63000000
Алмалинский,68,30000000
Наурызбайский,101,18500000
Наурызбайский,69,40000000
Медеуский,62,21500000
Медеуский,109,75000000
Бостандыкский,54,45000000
Алмалинский,106,22500000
Бостандыкский,54,52000000
Медеуский,60,68000000
Алмалинский,210,19500000
Алмалинский,133,35500000
Ауэзовский,56,13500000
Ауэзовский,180,31300000
Бостандыкский,82,25500000
Алмалинский,47,20500000
Ауэзовский,46,15000000
Ауэзовский,53,15800000
Бостандыкский,198,18200000
Жетысуский,44,14800000
Алмалинский,43,21500000
Медеуский,33,90000000
Медеуский,54,29500000
Бостандыкский,60,78000000
Бостандыкский,60,18200000
Алмалинский,78,21500000
Алмалинский,43,41000000
Бостандыкский,120,25500000
Бостандыкский,33,85000000
Бостандыкский,60,13000000
Ауэзовский,78,13000000
Бостандыкский,56,11800000
Жетысуский,155,19000000
Алмалинский,33,16300000
Алмалинский,43,27800000
Турксибский,31,22500000
Бостандыкский,53,22490000
Ауэзовский,42,46500000
Алмалинский,76,17000000
Бостандыкский,62,84000000
Алмалинский,121,17000000
Бостандыкский,14,36000000
Бостандыкский,42,32000000
Жетысуский,53,19000000
Алмалинский,57,21000000
Турксибский,58,14900000
Турксибский,41,10500000
Алатауский,44,15500000
Ауэзовский,69,22000000
Алмалинский,43,16500000
Бостандыкский,43,25000000
Жетысуский,43,14000000
Турксибский,52,14000000
Алмалинский,85,45000000
Алмалинский,58,23000000
Медеуский,170,99999000
Бостандыкский,55,23000000
Ауэзовский,127,47000000
Бостандыкский,90,38500000
Медеуский,56,11800000
Алмалинский,30,11800000
Бостандыкский,50,27999999
Медеуский,87,34000000
Алмалинский,42,16300000
Медеуский,52,26800000
Алмалинский,67,28000000
Алмалинский,121,40500000
Медеуский,87,54000000
Медеуский,83,86000000
Алмалинский,76,34000000
Медеуский,90,42500000
Медеуский,125,77000000
Бостандыкский,74,37500000
Медеуский,46,23800000
Алмалинский,80,53400000
Алмалинский,34,12500000
Алмалинский,70,21900000
Ауэзовский,45,14000000
Бостандыкский,50,25000000
Бостандыкский,98,52000000
Ауэзовский,53,19000000
Алмалинский,80,38000000
Наурызбайский,45,13000000
Алмалинский,28,11800000
Медеуский,38,19700000
Бостандыкский,53,24000000
Ауэзовский,30,12000000
Турксибский,59,15500000
Турксибский,58,14900000
Турксибский,84,25000000
Жетысуский,45,12500000
Жетысуский,46,12300000
Наурызбайский,118,32000000
Медеуский,60,25000000
Жетысуский,94,25950000
Бостандыкский,60,24500000
Бостандыкский,112,47000000
Жетысуский,80,21555999
Алмалинский,29,14800000
Жетысуский,43,11500000
Алмалинский,65,24500000
Бостандыкский,120,60000000
Бостандыкский,56,24000000
Медеуский,157,80000000
Турксибский,77,22000000
Бостандыкский,160,88000000
Ауэзовский,66,22500000
Жетысуский,79,26800000
Бостандыкский,104,51750000
Турксибский,50,20000000
Алатауский,62,22000000
Турксибский,52,13200000
Алмалинский,40,13100000
Алмалинский,56,17500000
Бостандыкский,64,22800000
Турксибский,44,10500000
Бостандыкский,45,17300000
Турксибский,63,14000000
Алмалинский,65,28000000
Бостандыкский,75,42000000
Алмалинский,56,21000000
Бостандыкский,74,42000000
Ауэзовский,57,17000000
Турксибский,38,10000000
Медеуский,50,23400000
Наурызбайский,60,13500000
Бостандыкский,125,70000000
Жетысуский,65,23000000
Жетысуский,40,12000000
Жетысуский,63,14000000
Ауэзовский,60,16500000
Ауэзовский,46,15500000
Турксибский,57,14000000
Ауэзовский,75,25000000
Алатауский,62,20500000
Ауэзовский,70,26000000
Бостандыкский,65,36000000
Бостандыкский,120,69000000
Бостандыкский,75,35000000
Ауэзовский,50,20000000
Турксибский,58,15000000
Жетысуский,70,30000000
Бостандыкский,70,28500000
Ауэзовский,61,22000000
Ауэзовский,32,11500000
Ауэзовский,126,48000000
Бостандыкский,68,52136000
Алатауский,60,18000000
Турксибский,40,11000000
Ауэзовский,87,32000000
Бостандыкский,120,54000000
Жетысуский,39,10000000
Бостандыкский,41,18000000
Ауэзовский,45,14000000
Ауэзовский,60,19000000
Бостандыкский,80,35000000
Бостандыкский,55,26000000
Алмалинский,57,27000000
Турксибский,45,12000000
Бостандыкский,77,35000000
Жетысуский,43,13000000
Алмалинский,35,15000000
Жетысуский,32,10000000
Алатауский,60,11000000
Жетысуский,60,16000000
Бостандыкский,35,16700000
Алмалинский,35,15000000
Алмалинский,60,19500000
Медеуский,61,23000000
Бостандыкский,113,60401500
Бостандыкский,68,51500000
Бостандыкский,42,17000000
Бостандыкский,63,20500000
Бостандыкский,62,22000000
Бостандыкский,38,15700000
Бостандыкский,53,29652000
Медеуский,125,48900000
Медеуский,146,71000000
Ауэзовский,109,37600000
Медеуский,72,41000000
Алмалинский,79,42300000
Бостандыкский,104,44000000
Ауэзовский,49,14000000
Бостандыкский,61,21500000
Ауэзовский,91,31400000
Ауэзовский,61,22000000
Алмалинский,52,20300000
Медеуский,42,13700000
Медеуский,42,13700000
Ауэзовский,57,21500000
Жетысуский,45,14000000
Ауэзовский,82,30000000
Медеуский,99,83000000
Ауэзовский,40,12000000
Ауэзовский,64,25500000
Наурызбайский,71,16000000
Алмалинский,119,40000000
Алмалинский,64,33000000
Медеуский,65,27500000
Медеуский,104,51000000
Алмалинский,90,52700000
Ауэзовский,31,11700000
Бостандыкский,52,23800000
Ауэзовский,45,15000000
Алмалинский,70,38000000
Бостандыкский,77,39000000
Ауэзовский,69,28500000
Алмалинский,65,22000000
Бостандыкский,65,25500000
Ауэзовский,75,25500000
Алмалинский,30,14700000
Медеуский,52,40000000
Ауэзовский,62,21400000
Ауэзовский,89,37000000
Ауэзовский,70,34000000
Ауэзовский,81,29500000
Алмалинский,84,39000000
Наурызбайский,68,17000000
Алмалинский,70,28500000
Турксибский,41,14500000
Алмалинский,86,33000000
Алмалинский,61,21000000
Бостандыкский,88,29300000
Бостандыкский,88,29300000
Бостандыкский,88,29300000
Бостандыкский,88,29300000
Наурызбайский,36,13200000
Алмалинский,71,19900000
Наурызбайский,55,17500000
Бостандыкский,88,29300000
Алмалинский,63,28500000
Ауэзовский,72,31000000
Бостандыкский,33,12500000
Бостандыкский,70,56000000
Бостандыкский,44,12000000
Ауэзовский,80,26500000
Алмалинский,50,19300000
Алмалинский,55,22000000
